customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,PaperlessBilling,MonthlyCharges,TotalCharges,MultipleLines_No,MultipleLines_No phone service,MultipleLines_Yes,InternetService_DSL,InternetService_Fiber optic,InternetService_No,StreamingTV_No,StreamingTV_No internet service,StreamingTV_Yes,OnlineSecurity_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No,TechSupport_No internet service,TechSupport_Yes,StreamingMovies_No,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_Month-to-month,Contract_One year,Contract_Two year,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check
1934-SJVJK,Female,0,0,0,46,1,0,84.25,3847.6,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
5760-IFJOZ,Male,0,0,1,19,1,1,20.0,377.55,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0
4706-DGAHW,Male,0,1,1,20,1,1,90.2,1776.55,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0
5533-NHFRF,Male,0,0,0,20,1,1,98.55,2031.95,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1
5569-IDSEY,Female,0,1,0,1,1,1,45.0,45,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
3530-VWVGU,Male,0,0,0,9,1,1,99.3,918.75,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0
5846-NEQVZ,Female,0,1,1,2,0,1,24.4,36.55,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
2946-KIQSP,Male,0,0,0,3,1,0,54.65,189.1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1
2150-WLKUW,Female,0,1,1,58,1,0,25.15,1509.9,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
5404-GGUKR,Female,0,1,1,63,1,0,20.0,1209.25,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
6400-BWQKW,Male,0,0,0,70,1,1,114.95,7711.25,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0
5498-TXHLF,Female,1,0,0,5,0,0,45.7,198,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0
3439-GVUSX,Male,1,1,0,16,1,1,71.8,1167.8,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
8044-BGWPI,Male,0,0,0,26,1,0,75.5,2018.1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
4623-ZKHLY,Female,0,0,0,66,0,1,47.4,3177.25,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1
5793-YOLJN,Female,0,1,0,31,1,1,83.85,2674.15,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0
3482-ABPKK,Male,1,1,0,28,1,1,105.8,2998,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0
0689-NKYLF,Male,1,1,0,40,1,1,98.15,4116.8,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0
1904-WAJAA,Male,0,0,1,71,1,0,24.35,1654.6,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
5153-RTHKF,Male,0,1,1,1,1,0,74.6,74.6,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
2511-ALLCS,Female,0,1,1,69,1,0,59.1,4134.7,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0
4537-CIBHB,Male,0,0,0,67,1,1,19.8,1311.3,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
5701-YVSVF,Male,0,0,0,1,1,1,95.45,95.45,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0
6680-NENYN,Female,0,1,1,13,1,0,54.15,701.05,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0
6897-UUBNU,Male,0,1,0,55,1,1,104.15,5743.05,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0
6559-RAKOZ,Female,0,0,0,67,0,1,53.4,3579.15,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0
0135-NMXAP,Male,0,0,0,26,1,0,19.8,457.3,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
3130-ICDUP,Female,0,1,0,64,1,0,25.55,1714.95,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
7558-IMLMT,Female,0,1,1,3,1,1,80.7,239.45,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
6319-IEJWJ,Male,0,0,0,7,1,0,69.15,488.65,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
2371-JQHZZ,Female,0,1,0,49,1,0,71.8,3472.05,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0
5512-IDZEI,Female,0,0,0,29,0,1,31.2,926.2,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
2925-VDZHY,Female,0,0,0,41,1,1,56.3,2364,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
2519-TWKFS,Female,0,0,0,15,1,1,100.15,1415,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0
0125-LZQXK,Male,0,0,0,1,1,1,70.3,70.3,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
8053-WWDRO,Male,0,0,1,12,1,1,69.85,837.5,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1
7078-NVFAM,Female,0,1,1,10,1,1,65.5,616.9,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0
3451-VAWLI,Female,0,1,1,20,1,0,20.0,417.65,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0
1849-RJYIG,Female,0,0,0,66,1,1,88.9,6000.1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
2434-EEVDB,Male,0,0,0,18,1,0,55.2,1058.1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0
7916-VCCPB,Male,0,0,1,49,1,0,75.2,3678.3,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
3755-JBMNH,Male,0,0,0,42,1,0,79.9,3313.4,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0
2640-LYMOV,Female,0,1,0,58,1,1,61.05,3478.75,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0
1686-STUHN,Female,0,0,0,58,1,1,107.75,6332.75,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0
8735-IJJEG,Male,0,1,0,20,1,0,20.65,417.5,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1
5018-GWURO,Male,0,1,1,12,1,1,19.2,239,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0
1623-NLDOT,Male,0,0,0,26,1,1,80.5,2088.8,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
9871-ELEYA,Male,0,1,1,46,1,0,19.75,856.5,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
5924-IFQTT,Female,1,0,0,46,1,1,91.3,4126.35,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0
7072-MBHEV,Female,1,0,0,15,1,0,89.0,1288.3,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
7064-FRRSW,Female,0,0,0,9,1,1,77.65,714.15,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
3798-EPWRR,Female,0,0,1,34,1,0,67.65,2339.3,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0
4541-RMRLG,Male,0,1,1,61,0,0,33.6,2117.2,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0
2754-XBHTB,Male,0,0,0,5,1,1,19.25,86.05,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1
7508-SMHXL,Male,0,1,0,30,1,0,49.9,1441.95,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
7130-VTEWQ,Male,0,1,1,11,1,0,20.95,267.35,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0
3069-SSVSN,Male,0,1,0,4,1,0,50.05,179.35,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1
6168-YBYNP,Male,1,1,0,72,1,1,109.55,7920.7,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0
3452-GWUIN,Female,0,1,1,21,1,1,44.95,926.25,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
6485-QXWWE,Male,0,1,1,51,1,0,60.5,3121.45,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0
6828-HMKWP,Male,0,1,1,9,1,1,90.35,767.9,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0
3453-RTHJQ,Female,0,1,0,68,1,0,114.9,7843.55,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0
5687-DKDTV,Female,1,0,0,1,1,1,69.95,69.95,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
5921-NGYRH,Male,0,0,0,39,1,1,106.4,4040.65,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0
0727-BMPLR,Male,0,0,1,32,1,0,20.5,696.8,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
4302-ZYFEL,Male,0,0,0,4,0,0,42.4,146.4,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1
2027-WKXMW,Female,0,1,0,53,1,0,19.05,990.45,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
6317-YPKDH,Female,0,0,0,25,1,0,108.9,2809.05,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
9546-CQJSU,Female,0,0,0,5,1,0,53.85,259.8,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0
1074-WVEVG,Male,0,0,0,51,1,1,24.6,1266.4,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0
2669-OIDSD,Female,0,0,0,26,1,1,69.05,1815.65,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
0565-IYCGT,Female,0,0,1,43,1,1,63.95,2737.05,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0
9805-FILKB,Male,0,0,0,1,1,0,51.25,51.25,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
5693-PIPCS,Female,0,1,0,72,1,1,97.85,6841.3,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0
9688-YGXVR,Female,0,1,1,72,1,1,24.05,1709.15,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0
7469-LKBCI,Male,0,0,0,1,1,0,20.45,20.45,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1
6888-SBYAI,Male,0,1,1,8,1,1,54.4,475.1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
3638-DIMPH,Male,0,0,1,3,1,0,69.65,220.1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
5495-GPSRW,Female,0,1,1,48,1,1,103.25,5037.55,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
6786-OBWQR,Female,0,0,0,46,1,1,21.1,937.1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0
4797-AXPXK,Male,0,0,0,25,1,0,99.3,2513.5,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0
2294-DMMUS,Female,0,1,0,2,1,1,74.4,139.4,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
7235-NXZCP,Female,0,1,0,53,1,1,98.4,5149.5,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0
5624-BQSSA,Male,0,1,1,62,1,0,24.8,1476.25,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0
0307-BCOPK,Female,0,1,1,42,1,1,94.45,3923.8,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
4446-BZKHU,Male,0,1,1,10,1,0,60.2,563.5,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1
4160-AMJTL,Male,0,0,0,44,1,0,19.5,835.5,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
7879-CGSFV,Male,0,1,0,24,1,0,53.6,1315.35,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1
0750-EBAIU,Female,0,1,0,2,1,0,69.0,147.8,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0
9361-YNQWJ,Male,0,1,0,72,1,0,19.7,1421.9,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
9548-ZMVTX,Female,0,1,1,13,1,1,25.0,332.5,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0
2436-QBZFP,Female,0,1,1,51,1,1,79.15,4018.55,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
7321-ZNSLA,Male,0,0,0,56,1,1,75.75,4284.65,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0
0907-HQNTS,Female,1,1,0,11,1,1,99.55,1131.2,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0
6711-FLDFB,Female,0,1,1,1,1,1,69.8,69.8,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
0356-OBMAC,Male,0,0,0,1,1,0,20.2,20.2,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1
4950-HKQTE,Male,1,0,0,16,1,1,78.75,1218.25,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0
2599-CIPQE,Female,1,0,0,4,1,1,74.9,321.75,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
5668-MEISB,Male,0,0,1,27,1,0,20.6,581.85,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
4010-YLMVT,Female,0,1,1,72,1,0,79.05,5730.7,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0
8617-ENBDS,Female,0,0,0,43,1,0,55.45,2444.25,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0
2000-MPKCA,Female,0,1,1,56,1,1,24.95,1468.9,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
8812-ZRHFP,Male,0,0,0,1,1,0,20.25,20.25,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1
6519-CFDBX,Male,1,1,1,58,1,1,89.85,5125.75,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0
2387-KDZQY,Male,0,1,1,46,1,0,24.9,1174.8,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
3050-RLLXC,Female,0,0,1,18,1,0,57.65,992.7,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
5628-RKIFK,Female,1,0,0,14,1,1,104.85,1531.4,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0
7250-EQKIY,Male,0,1,1,65,1,0,108.65,6937.95,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0
6563-VNPMN,Male,0,0,0,1,1,0,20.25,20.25,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1
2794-XIMMO,Male,0,0,0,13,0,1,25.15,331.85,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
5266-PFRQK,Male,0,0,0,1,1,0,20.05,20.05,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1
5044-XDPYX,Female,0,0,0,23,1,0,75.6,1758.6,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
6252-DFGTK,Female,0,0,0,68,1,0,19.6,1441.65,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
6467-CHFZW,Male,0,1,1,34,1,1,90.05,3097,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0
3916-NRPAP,Female,1,0,0,11,1,1,55.6,580.8,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
4781-ZXYGU,Male,1,1,0,67,1,0,102.9,6989.7,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0
3569-JFODW,Male,0,0,0,20,1,0,70.55,1493.55,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
6478-HRRCZ,Male,1,0,0,71,0,1,56.45,3985.35,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
0780-XNZFN,Male,0,1,1,71,1,1,114.0,8175.9,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0
5485-ITNPC,Female,0,1,1,42,1,0,22.95,1014.25,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0
9350-ZXYJC,Male,0,1,1,12,1,1,21.15,306.05,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0
1135-HIORI,Female,0,1,1,22,1,0,19.9,400.3,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1
5236-PERKL,Male,0,1,0,71,1,1,116.25,8564.75,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
4550-VBOFE,Male,0,1,1,72,1,0,90.45,6565.85,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0
6701-DHKWQ,Female,0,1,0,46,1,1,24.45,1066.15,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0
8871-JLMHM,Male,0,1,0,47,1,0,73.6,3522.65,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0
9782-LGXMC,Female,0,1,1,16,0,1,35.5,552.7,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0
2122-YWVYA,Female,0,1,0,22,1,1,69.25,1554,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
7997-EASSD,Female,1,0,0,21,0,1,41.9,840.1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
4763-PGDPO,Male,0,1,1,35,1,1,73.45,2661.1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0
3768-NLUBH,Male,0,1,0,27,1,0,19.55,520.55,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0
6110-OHIHY,Male,0,0,0,7,1,0,95.0,655.5,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1
8966-SNIZF,Female,0,0,0,16,1,0,19.35,295.55,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
3373-DIUUN,Male,0,1,1,2,1,0,56.7,113.55,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
6292-TOSSS,Male,0,0,0,3,1,0,74.5,217.45,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
0754-UKWQP,Male,0,0,0,59,1,1,111.35,6519.75,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0
8590-OHDIW,Male,0,0,0,1,1,1,19.5,19.5,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1
8957-THMOA,Female,0,0,0,15,1,1,99.1,1426.4,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0
7064-JHXCE,Female,0,1,1,4,1,1,85.95,381.3,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0
2351-BKRZW,Female,0,0,0,1,1,1,80.25,80.25,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
2012-NWRPA,Male,0,0,0,19,0,1,39.65,733.35,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0
8263-QMNTJ,Male,0,1,1,37,1,1,62.8,2278.75,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0
3678-MNGZX,Female,0,0,0,26,0,1,44.45,1183.8,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0
