customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,PaperlessBilling,MonthlyCharges,TotalCharges,MultipleLines_No,MultipleLines_No phone service,MultipleLines_Yes,InternetService_DSL,InternetService_Fiber optic,InternetService_No,StreamingTV_No,StreamingTV_No internet service,StreamingTV_Yes,OnlineSecurity_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No,TechSupport_No internet service,TechSupport_Yes,StreamingMovies_No,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_Month-to-month,Contract_One year,Contract_Two year,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,Churn
9432-RUVSL,Female,0,0,0,48,1,1,102.5,4904.25,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0
8060-HIWJJ,Male,0,0,0,64,1,0,86.55,5632.55,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0
9089-UOWJG,Female,0,1,1,12,1,1,58.35,740.55,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0
9885-AIBVB,Male,0,1,0,29,1,1,85.8,2440.25,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0
1934-MKPXS,Male,0,1,1,33,1,0,20.1,620.55,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
2592-YKDIF,Female,0,0,0,1,1,0,20.35,20.35,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
2272-JKMSI,Female,0,1,1,62,1,1,110.8,6840.95,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0
0471-LVHGK,Male,0,1,0,41,1,1,73.0,3001.2,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1
9518-RWHZL,Female,0,0,0,64,1,1,100.05,6254.2,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1
8714-CTZJW,Female,0,0,0,4,1,1,82.85,319.6,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0
3569-EDBPQ,Female,0,0,0,24,1,1,84.35,1938.05,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0
7521-YXVZY,Male,0,0,1,3,1,0,19.95,58.3,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
5419-CONWX,Female,1,0,0,4,1,1,99.8,442.85,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1
6240-EURKS,Female,0,0,1,18,0,1,35.0,553,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1
2373-NTKOD,Male,0,0,0,8,1,1,66.25,546.45,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0
1970-KKFWL,Female,0,0,0,35,1,0,23.3,797.1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0
6960-HVYXR,Female,0,0,0,1,1,0,76.0,76,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1
9337-SRRNI,Male,0,0,1,66,1,1,25.3,1673.8,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
0895-UADGO,Male,0,0,1,8,0,1,44.55,343.45,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
5678-VFNEQ,Female,0,1,0,71,1,1,104.1,7412.25,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0
5977-CKHON,Female,0,1,1,43,1,1,92.55,4039,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0
2692-BUCFV,Male,1,0,0,29,1,1,101.45,2948.6,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0
7861-UVUFT,Female,0,1,0,15,1,1,84.3,1308.4,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1
1830-GGFNM,Male,0,1,1,65,1,0,94.55,6078.75,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0
5302-BDJNT,Male,0,0,0,35,1,0,95.5,3418.2,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0
5223-UZAVK,Male,0,0,0,64,1,1,100.3,6603.8,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0
5651-WYIPH,Female,1,0,0,18,1,1,49.85,865.75,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
9350-VLHMB,Male,0,1,1,67,1,1,89.55,6373.1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0
3498-LZGQZ,Male,0,1,1,63,1,1,19.15,1177.05,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
8785-CJSHH,Female,0,1,0,60,1,1,99.8,5985.75,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0
5357-TZHPP,Male,1,0,0,9,1,1,84.4,732.5,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1
3870-SPZSI,Female,0,1,1,70,1,1,113.05,7869.05,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0
7077-XJMET,Male,0,1,0,12,1,1,74.15,741.4,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0
6896-SRVYQ,Male,1,0,0,44,1,0,73.85,3122.4,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0
7767-UXAGJ,Male,0,0,0,1,1,1,50.45,50.45,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1
4652-ODEVH,Male,0,1,1,45,1,0,24.45,1088.25,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
6718-BDGHG,Female,0,1,0,43,1,1,64.85,2908.2,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0
9046-DQMTP,Male,0,0,0,35,1,0,20.75,739.9,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0
1571-SAVHK,Male,0,0,0,12,1,1,99.95,1132.75,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1
1666-JZPZT,Male,0,0,0,27,1,0,49.0,1291.35,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
0506-LVNGN,Female,1,0,0,5,1,1,75.55,349.65,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1
2480-EJWYP,Female,1,1,0,58,1,1,97.8,5458.8,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0
5514-YQENT,Male,0,0,1,41,1,1,111.15,4507.15,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
8445-DNBAE,Male,0,0,1,1,1,1,50.05,50.05,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
2951-QOQTK,Male,0,0,1,4,1,0,80.8,332.45,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1
2958-NHPPS,Male,0,0,0,23,1,0,20.85,473.9,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0
6806-YDEUL,Female,1,0,0,6,1,0,19.5,106.8,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0
1735-XMJVH,Male,0,1,1,8,1,1,19.35,152.6,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
6890-PFRQX,Male,0,0,0,18,1,0,69.5,1199.4,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0
8681-ICONS,Male,0,1,1,29,1,1,20.65,654.85,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
1621-YNCJH,Female,0,1,0,36,1,1,106.05,3834.4,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0
3473-XIIIT,Female,0,1,0,16,1,1,100.0,1534.75,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1
7893-IXHRQ,Male,0,0,0,1,1,0,20.55,20.55,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1
3070-BDOQC,Female,0,0,0,60,1,1,99.65,5941.05,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0
2952-QAYZF,Male,0,0,0,5,1,1,85.3,424.15,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1
6234-PFPXL,Male,0,1,0,22,1,0,95.9,2234.95,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0
9824-QCJPK,Male,0,1,0,36,1,0,20.0,666.75,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
4283-IVYCI,Male,0,0,0,9,1,0,64.95,547.8,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0
8970-ANWXO,Female,0,0,0,23,1,1,73.75,1756.6,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0
6979-TNDEU,Female,0,0,0,8,1,0,19.2,156.85,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
9777-WJJPR,Male,0,1,0,31,1,0,88.65,2683.2,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0
9283-LZQOH,Male,0,1,1,13,1,1,74.4,896.75,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1
7079-QRCBC,Female,0,0,0,24,1,1,98.75,2407.3,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1
9495-SKLKD,Male,0,1,1,45,1,1,95.95,4456.65,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0
6048-UWKAL,Female,1,1,0,69,1,0,105.4,6998.95,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0
5067-DGXLL,Male,0,0,0,2,1,0,20.25,36.8,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
5469-CTCWN,Male,0,1,1,61,1,1,106.0,6547.7,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1
9851-QXEEQ,Male,0,0,0,41,1,1,104.7,4346.4,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1
6281-FKEWS,Female,0,0,0,44,0,1,49.05,2265,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0
8898-KASCD,Male,0,0,0,39,0,0,35.55,1309.15,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0
9290-SHCMB,Female,1,0,0,13,1,1,96.85,1235.55,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0
0743-HNPFG,Female,0,1,1,51,1,1,69.75,3562.5,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0
2277-BKJKN,Female,1,1,0,71,1,1,99.2,7213.75,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0
9809-IMGCQ,Male,1,0,0,22,1,1,96.7,2082.95,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1
5208-HFSBT,Female,0,0,0,2,1,1,55.05,102.75,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1
5035-PGZXH,Female,0,0,0,56,1,1,106.8,5914.4,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0
6543-JXSOO,Female,0,1,1,23,1,1,57.75,1282.85,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0
8016-ZMGMO,Female,1,1,0,66,1,1,70.85,4738.85,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0
6416-YJTTB,Male,0,0,0,11,1,1,79.5,795.65,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0
2667-WYLWJ,Female,0,1,1,8,1,1,19.75,145,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1
4472-VESGY,Female,0,1,1,52,1,0,98.15,4993.4,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0
0529-ONKER,Male,1,0,0,15,1,0,75.65,1146.65,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1
1728-CXQBE,Male,1,1,0,64,1,1,94.25,6081.4,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0
5014-GSOUQ,Male,0,0,0,13,1,0,19.95,243.65,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
5724-BIDBU,Male,0,1,0,49,1,1,55.35,2633.95,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
0481-SUMCB,Female,1,0,0,45,1,1,102.15,4735.35,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0
1769-GRUIK,Female,0,0,0,18,1,1,71.1,1247.75,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
7427-AUFPY,Male,0,0,0,54,1,0,19.65,1008.7,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
1092-GANHU,Male,0,0,0,17,1,1,76.65,1313.55,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1
7898-PDWQE,Male,0,1,0,71,1,0,80.4,5727.15,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0
9972-EWRJS,Female,0,1,1,67,1,1,19.25,1372.9,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0
9314-IJWSQ,Female,0,1,1,14,1,1,84.8,1203.9,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
5799-JRCZO,Female,0,0,1,63,1,0,19.5,1215.1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
6198-RTPMF,Female,0,1,0,17,1,0,92.6,1579.7,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0
2924-KHUVI,Male,0,1,0,56,1,1,100.55,5514.95,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0
1925-GMVBW,Female,0,0,0,5,1,0,20.55,96.1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0
7881-EVUAD,Female,0,0,0,2,0,1,42.6,72.4,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1
6184-DYUOB,Female,0,1,0,3,1,1,19.6,55.25,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
9207-ZPANB,Male,0,0,0,37,1,0,67.45,2443.3,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0
9327-QSDED,Male,0,0,0,8,1,0,43.55,335.4,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
1656-DRSMG,Female,0,0,0,63,1,1,109.85,7002.95,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0
3012-VFFMN,Female,0,1,1,7,1,0,20.65,158.95,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
0640-YJTPY,Male,0,1,1,72,1,0,21.0,1493.75,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0
8096-LOIST,Female,0,0,0,19,1,1,56.2,1093.4,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0
9764-REAFF,Female,0,1,0,59,1,0,18.4,1057.85,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0
3703-VAVCL,Male,0,1,1,2,1,0,90.0,190.05,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1
7107-UBYKY,Female,0,1,1,35,1,1,25.75,882.55,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0
7905-NJMXS,Male,1,1,0,7,1,0,64.2,475,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0
2091-GPPIQ,Female,0,1,1,72,1,1,78.95,5730.15,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
6326-MTTXK,Male,0,0,0,8,1,0,100.85,819.55,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1
5071-FBJFS,Female,0,1,1,4,1,0,50.3,217.1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
2796-UUZZO,Male,0,1,1,63,1,1,80.3,4896.35,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0
3794-NFNCH,Male,0,1,0,30,1,1,50.0,1474.9,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0
5193-QLVZB,Male,0,0,0,63,1,1,104.75,6536.5,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0
7114-AEOZE,Female,0,0,0,60,1,0,19.85,1128.1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0
5522-NYKPB,Male,0,1,1,25,1,0,85.9,2199.05,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0
9957-YODKZ,Male,1,1,0,6,1,1,80.8,457.1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0
6518-KZXCB,Male,0,0,0,22,1,0,25.25,566.5,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
7776-QGYJC,Female,0,1,1,39,1,1,81.5,3107.3,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0
3186-BAXNB,Female,0,0,0,1,1,0,91.7,91.7,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1
4672-FOTSD,Male,0,0,0,12,1,1,67.25,832.3,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0
0637-YLETY,Female,0,0,0,16,1,1,95.6,1555.65,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1
9818-XQCUV,Female,0,0,0,2,1,0,20.35,45.3,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
7338-ERIVA,Male,0,0,1,39,0,0,45.05,1790.6,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0
1157-BQCUW,Male,0,0,0,1,1,1,74.95,74.95,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1
3223-DWFIO,Male,1,0,0,4,1,0,69.35,261.65,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
2660-EMUBI,Male,1,0,0,10,1,1,95.35,898.35,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1
6968-GMKPR,Female,0,0,0,55,1,1,81.55,4509.5,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0
4751-ERMAN,Male,0,1,1,72,1,1,75.4,5480.25,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0
1436-ZMJAN,Female,0,1,0,10,1,1,67.8,653.15,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0
3292-PBZEJ,Male,1,0,0,11,1,1,111.4,1183.05,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0
0799-DDIHE,Female,0,1,1,15,1,0,46.3,639.45,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
2812-SFXMJ,Male,0,0,1,1,1,0,20.05,20.05,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
7675-OZCZG,Female,1,0,0,3,1,0,45.0,127.1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1
5014-WUQMG,Male,0,1,1,47,1,1,96.1,4391.45,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0
5312-TSZVC,Female,0,0,1,15,1,0,19.65,270.6,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
2003-CKLOR,Male,0,0,0,66,1,0,99.5,6710.5,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1
9254-RBFON,Female,0,1,1,17,1,0,98.6,1704.95,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1
1205-WNWPJ,Female,0,0,0,7,1,1,59.5,415.95,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1
7108-DGVUU,Female,1,1,0,21,1,0,71.7,1497.05,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0
