customerID,Churn
0780-XNZFN,Yes
0952-KMEEH,No
5339-TJFEK,No
8769-KKTPH,No
9944-AEXBM,No
3253-HKOKL,No
3966-HRMZA,Yes
9374-YOLBJ,No
2806-MLNTI,No
6326-MTTXK,No
3719-TDVQB,Yes
7524-VRLPL,No
3194-ORPIK,No
4424-TKOPW,Yes
0139-IVFJG,No
7595-EHCDL,No
4632-XJMEX,Yes
6999-CHVCF,No
6184-DYUOB,Yes
7346-MEDWM,Yes
5274-XHAKY,Yes
9965-YOKZB,No
7619-ODSGN,Yes
5378-IKEEG,No
4824-GUCBY,No
4526-EXKKN,No
8457-XIGKN,No
3170-GWYKC,No
8597-CWYHH,No
3967-KXAPS,No
2930-UOTMB,No
7957-RYHQD,No
2626-VEEWG,No
2038-YSEZE,No
7501-VTYLJ,No
2475-MROZF,Yes
7661-CPURM,No
8495-LJDFO,No
0094-OIFMO,Yes
3629-WEAAM,No
2061-VVFST,Yes
7219-TLZHO,No
5384-ZTTWP,No
2799-TSLAG,No
9817-APLHW,No
1545-JFUML,Yes
7721-DVEKZ,No
8016-NCFVO,Yes
4236-XPXAV,Yes
4631-OACRM,No
7901-HXJVA,No
1329-VHWNP,Yes
9593-CVZKR,No
7228-OMTPN,No
2160-GPFXD,No
7643-RCHXS,No
2465-BLLEU,Yes
7148-XZPHA,No
3316-UWXUY,Yes
1763-KUAAW,No
4629-NRXKX,No
9720-JJJOR,No
3669-LVWZB,No
6458-CYIDZ,No
5649-VUKMC,No
6234-PFPXL,No
4116-IQRFR,No
2419-FSORS,No
9209-NWPGU,No
5539-TMZLF,No
8775-LHDJH,Yes
5248-KWLAR,No
5125-CNDSP,No
2347-WKKAE,No
7129-CAKJW,No
1987-AUELQ,No
1099-GODLO,No
0650-BWOZN,No
3097-FQTVJ,No
2369-FEVNO,No
9128-CPXKI,No
3950-VPYJB,No
5329-KRDTM,No
2817-NTQDO,Yes
1636-NTNCO,No
3466-WAESX,No
0336-PIKEI,Yes
8512-WIWYV,No
0732-OCQOC,No
4573-JKNAE,No
6941-KXRRV,No
3235-ETOOB,No
7722-CVFXN,Yes
2882-WDTBA,Yes
5207-PLSTK,No
0196-JTUQI,No
8433-WPJTV,Yes
1942-OQFRW,No
9805-FILKB,No
0376-OIWME,Yes
1084-MNSMJ,Yes
0557-ASKVU,No
4083-EUGRJ,No
0859-YGKFW,No
8012-SOUDQ,No
7217-JYHOQ,No
3067-SVMTC,No
4304-TSPVK,No
9821-BESNZ,No
1320-REHCS,No
5446-DKWYW,No
3946-MHCZW,Yes
2263-SFSQZ,Yes
5795-BKOYE,No
3096-IZETN,Yes
7629-WIXZF,No
9732-OUYRN,Yes
2309-OSFEU,No
1395-OFUWC,No
9074-KGVOX,No
9103-TCIHJ,No
7632-YUTXB,Yes
6295-OSINB,No
2220-IAHLS,No
9647-ERGBE,Yes
0670-KDOMA,No
6648-INWPS,Yes
0361-HJRDX,Yes
2995-UPRYS,Yes
1754-GKYPY,Yes
4667-OHGKG,Yes
3766-EJLFL,No
7108-DGVUU,No
8393-JMVMB,No
9057-SIHCH,No
6712-OAWRH,No
4086-YQSNZ,No
0486-HECZI,No
3605-JISKB,No
4597-NUCQV,No
5549-ZGHFB,Yes
2266-SJNAT,No
8822-KNBHV,No
0311-UNPFF,Yes
2208-NKVVH,No
5222-JCXZT,No
0422-UXFAP,No
2408-TZMJL,Yes
0742-MOABM,No
6778-YSNIH,No
6457-USBER,No
8033-VCZGH,No
3785-KTYSH,No
5035-BVCXS,No
2081-KJSQF,Yes
1658-BYGOY,Yes
8668-KNZTI,Yes
5143-WMWOG,No
6624-JDRDS,No
6386-SZZKH,No
3244-DCJWY,No
9348-YVOMK,No
6413-XKKPU,No
0637-YLETY,No
4501-VCPFK,No
6429-SHBCB,No
5995-SNNEW,No
1360-JYXKQ,No
3457-PQBYH,No
2325-WINES,No
5307-DZCVC,No
3398-FSHON,No
8727-XDPUD,No
4718-DHSMV,No
5382-SOYZL,Yes
1928-BXYIV,No
2272-JKMSI,No
0310-MVLET,Yes
9633-DENPU,Yes
7459-IMVYU,Yes
7136-RVDTZ,No
7268-WNTCP,No
4657-FWVFY,No
9269-CQOOL,No
2673-CXQEU,No
3520-FJGCV,No
3866-MDTUB,No
0336-KXKFK,No
3239-TPHPZ,Yes
0402-OAMEN,Yes
1448-PWKYE,No
4138-NAXED,No
2758-RNWXS,No
5522-JBWMO,No
4404-HIBDJ,No
6718-BDGHG,No
9513-DXHDA,Yes
6834-NXDCA,No
6040-CGACY,No
0396-YCHWO,No
8480-PPONV,No
8746-BFOAJ,No
1597-LHYNC,No
3982-XWFZQ,No
3858-XHYJO,No
2676-OXPPQ,No
3407-QGWLG,Yes
1299-AURJA,No
8630-QSGXK,Yes
6339-TBELP,No
4868-AADLV,No
4128-ETESU,No
8201-AAXCB,Yes
2977-CEBSX,No
8241-JUIQO,Yes
6080-TCMYC,No
7569-NMZYQ,Yes
2834-JKOOW,Yes
9824-QCJPK,No
1573-LGXBA,No
6762-NSODU,No
7395-XWZOY,No
5590-YRFJT,Yes
7145-FEJWU,Yes
7398-LXGYX,No
3724-BSCVH,Yes
5663-QBGIS,No
8217-QYOHV,No
2878-DHMIN,No
3462-BJQQA,No
5063-IUOKK,No
5197-PYEPU,No
2962-XPMCQ,No
5192-EBGOV,No
6979-TNDEU,No
8203-XJZRC,Yes
1627-AFWVJ,No
9501-UKKNL,No
8961-QDZZJ,No
6614-YWYSC,Yes
7112-OPOTK,No
4626-GYCZP,Yes
9659-QEQSY,Yes
4130-MZLCC,No
0511-JTEOY,No
5655-JSMZM,No
0266-CLZKZ,Yes
2256-YLYLP,No
4366-CTOUZ,No
3721-CNEYS,No
8075-GXIUB,Yes
0013-MHZWF,Yes
2823-LKABH,Yes
2615-YVMYX,No
6374-NTQLP,No
8815-LMFLX,No
9975-GPKZU,No
6857-VWJDT,No
5968-VXZLG,No
2587-EKXTS,Yes
4693-VWVBO,No
7549-MYGPK,No
6288-CHQJB,No
2840-XANRC,No
0868-VJRDR,No
0386-CWRGM,Yes
6919-ELBGL,No
2430-RRYUW,Yes
6490-FGZAT,No
4641-FROLU,No
9746-MDMBK,No
7246-ZGQDF,No
7580-UGXNC,No
1866-RZZQS,No
4067-HLYQI,Yes
7858-GTZSP,Yes
2068-WWXQZ,No
7873-CVMAW,No
3985-HOYPM,No
1981-INRFU,No
6202-DYYFX,No
9115-YQHGA,No
7861-UVUFT,No
1699-TLDLZ,No
1135-HIORI,Yes
7503-EPSZW,Yes
2330-PQGDQ,No
8623-ULFNQ,No
2446-ZKVAF,No
7739-LAXOG,No
1456-TWCGB,Yes
9430-NKQLY,Yes
6617-WLBQC,No
4570-QHXHL,No
0906-QVPMS,No
6322-PJJDJ,Yes
5136-RGMZO,No
2272-UOINI,No
4759-PXTAN,No
9955-QOPOY,Yes
4652-NNHNY,No
7079-QRCBC,No
4121-AGSIN,No
7577-SWIFR,Yes
6777-TGHTM,No
1930-WNXSB,No
9408-HRXRK,Yes
1394-SUIUH,Yes
1555-HAPSU,No
0655-YDGFJ,No
5954-BDFSG,No
8107-RZLNV,No
6641-XRPSU,No
2990-OGYTD,No
6145-NNPNO,No
9492-TOKRI,No
6654-QGBZZ,No
0365-BZUWY,No
0895-LNKRC,No
3336-JORSO,No
5150-ITWWB,Yes
3992-YWPKO,Yes
3345-JHUEO,Yes
1769-GRUIK,No
7691-XVTZH,No
7337-CINUD,No
6034-YMTOB,No
8819-WFGGJ,No
5519-NPHVG,No
6732-VAILE,No
8871-JLMHM,Yes
9137-NOQKA,No
9362-MWODR,No
2245-ADZFJ,No
3927-NLNRY,No
3186-BAXNB,No
1112-CUNAO,No
3978-YNKDD,No
3807-XHCJH,Yes
4521-YEEHE,No
8593-WHYHV,No
9330-VOFSZ,No
3629-ZNKXA,No
4636-QRJKY,No
0310-SUCIN,No
0924-BJCRC,No
5996-DAOQL,No
5835-BEQEU,Yes
3026-ATZYV,No
9919-KNPOO,No
1485-YDHMM,No
9124-LHCJQ,No
4660-IRIBM,No
1459-QNFQT,Yes
7596-LDUXP,No
0285-INHLN,No
0722-SVSFK,No
7356-IWLFW,No
5669-SRAIP,No
9837-FWLCH,No
3106-ULWFW,No
6586-PSJOX,No
5940-AHUHD,No
5651-YLPRD,No
9415-ZNBSX,No
7758-UJWYS,No
2393-DIVAI,No
8397-MVTAZ,No
4458-KVRBJ,No
3522-CDKHF,No
5067-XJQFU,No
0508-OOLTO,No
8499-BRXTD,No
2211-RMNHO,No
3446-QDSZF,Yes
4647-MUZON,No
0193-ESZXP,No
2792-LSHWX,No
1725-IQNIY,No
9812-GHVRI,Yes
0129-KPTWJ,No
9184-GALIL,No
4291-HYEBC,No
9494-BDNNC,No
1024-VRZHF,No
6080-LNESI,No
1629-DQQVB,No
4958-XCBDQ,Yes
9906-NHHVC,No
7503-QQRVF,Yes
6177-PEVRA,Yes
3160-TYXLT,No
8286-AFUYI,Yes
3097-NQYSN,No
1670-SVOWZ,Yes
0564-JJHGS,No
0835-JKADZ,No
0111-KLBQG,No
9762-YAQAA,No
4030-VPZBD,Yes
2501-XWWTZ,No
0174-QRVVY,No
3082-YVEKW,Yes
3594-KADLU,No
8818-DOPVL,No
8231-BSWXX,Yes
0654-PQKDW,Yes
4530-NDRKU,Yes
1689-MRZQR,No
7690-KPNCU,Yes
3537-RYBHH,No
6898-RBTLU,No
0471-ARVMX,No
0680-DFNNY,No
1334-FJSVR,Yes
4032-RMHCI,No
4815-YOSUK,No
1971-DTCZB,No
6572-ADKRS,No
9046-JBFWA,Yes
4289-DTDKW,Yes
7410-OIEDU,Yes
4338-EYCER,No
1767-CJKBA,No
3486-KHMLI,Yes
9777-IQHWP,Yes
9950-MTGYX,No
4116-TZAQJ,No
9835-ZIITK,No
5322-TEUJK,Yes
0607-MVMGC,Yes
5288-AHOUP,Yes
1389-WNUIB,No
0397-GZBBC,No
4003-OCTMP,No
5076-YVXCM,No
4024-CSNBY,No
9397-TZSHA,No
1386-ZIKUV,Yes
7562-UXTPG,No
0754-EEBDC,No
4456-RHSNB,Yes
1213-NGCUN,No
6349-JDHQP,No
2262-SLNVK,No
4981-FLTMF,No
3756-VNWDH,No
5732-IKGQH,No
3115-JPJDD,No
2082-OJVTK,No
8259-DZLIZ,No
8706-HRADD,No
5698-BQJOH,No
4176-RELJR,No
3620-MWJNE,No
2018-PZKMU,Yes
8261-GWDBQ,Yes
3057-VJJQE,Yes
1402-PTHGN,No
5229-PRWKT,No
5845-BZZIB,No
1628-BIZYP,No
3898-GUYTS,No
9588-OZDMQ,No
6121-TNHBO,Yes
6445-TNRXS,Yes
3569-VLDHH,No
5510-BOIUJ,Yes
2346-DJQTB,No
1075-BGWOH,No
1482-OXZSY,No
3173-WSSUE,No
6872-HXFNF,No
5730-DBDSI,No
2107-FBPTK,No
5522-NYKPB,No
2100-BDNSN,No
9693-XMUOB,No
1679-JRFBR,No
2642-DTVCO,Yes
7780-OTDSO,No
0871-URUWO,No
6726-WEXXK,No
3001-UNBTL,No
9730-DRTMJ,No
8189-HBVRW,No
6762-QVYJO,No
3982-DQLUS,No
7516-GMHUV,No
5649-ANRML,No
1471-GIQKQ,No
9600-NAXZN,Yes
6169-PPETC,No
2003-CKLOR,No
0129-QMPDR,No
8879-XUAHX,No
6543-CPZMK,Yes
0895-LMRSF,No
7710-JSYOA,No
5016-LIPDW,No
1401-FTHFQ,No
8039-EQPIM,No
2640-LYMOV,No
2753-JMMCV,Yes
2226-ICFDO,Yes
2961-VNFKL,No
6794-HKIAJ,No
9924-JPRMC,No
5966-EMAZU,No
0487-VVUVK,No
4847-TAJYI,No
5804-HYIEZ,No
6259-WJQLC,No
7137-NAXML,No
8200-LGKSR,No
4619-EVPHY,Yes
1097-FSPVW,No
5931-FLJJF,No
5482-PLVPE,Yes
8080-DDEMJ,No
8628-MFKAX,No
2212-LYASK,No
1891-QRQSA,Yes
0392-BZIUW,Yes
6103-LIANB,No
1017-FBQMM,Yes
8069-YQQAJ,No
2418-TPEUN,No
8904-OPDCK,Yes
0515-YPMCW,No
7492-TAFJD,No
6250-CGGUN,No
5727-MYATE,Yes
6261-LHRTG,No
7854-FOKSF,No
6985-HAYWX,No
9534-NSXEM,No
6625-FLENO,Yes
4795-KTRTH,No
5564-NEMQO,No
0608-JDVEC,Yes
1813-JYWTO,Yes
1022-RKXDR,No
4822-LPTYJ,Yes
3841-NFECX,Yes
0661-KQHNK,No
2612-RRIDN,No
7493-GVFIO,Yes
2662-NNTDK,No
3644-QXEHN,Yes
5233-AOZUF,No
0375-HVGXO,Yes
2639-UGMAZ,No
7963-SHNDT,No
9134-CEQMF,Yes
4353-HYOJD,Yes
3544-FBCAS,Yes
4349-GFQHK,No
6029-CSMJE,No
0512-FLFDW,No
6574-MCOEH,No
3717-OEAUQ,Yes
0975-VOOVL,No
7534-BFESC,No
4184-TJFAN,No
3748-FVMZZ,No
1660-HSOOQ,Yes
2717-HVIZY,No
8099-MZPUJ,Yes
5006-MXVRN,Yes
9500-WBGRP,No
5124-EOGYE,No
0048-PIHNL,Yes
7270-BDIOA,No
0489-WMEMG,No
3401-URHDA,No
1024-GUALD,No
5143-EGQFK,No
5982-XMDEX,No
8496-DMZUK,Yes
3077-RSNTJ,Yes
9967-ATRFS,Yes
3209-ZPKFI,No
8276-MQBYC,No
3082-VQXNH,No
4003-FUSHP,No
0222-CNVPT,No
0442-ZXKVS,Yes
8149-AIQCG,No
9039-ZVJDC,Yes
5302-BDJNT,No
0224-RLWWD,No
8495-PRWFH,No
3892-NXAZG,No
1845-ZLLIG,Yes
7994-XIRTR,Yes
8823-RLPWL,Yes
9253-QXKBE,No
6082-GLJIX,Yes
1439-LCGVL,Yes
6242-FEGFD,Yes
8645-KWHJO,Yes
0813-TAXXS,No
7716-YTYHG,Yes
0970-QXPXW,Yes
0533-BNWKF,No
8043-PNYSD,No
8799-OXZMD,No
3796-ENZGF,No
6837-HAEVO,No
7299-GNVPL,No
0621-JFHOL,No
9644-UMGQA,No
3005-TYFRD,No
7188-CBBBA,No
5996-EBTKM,Yes
8676-OOQEJ,No
7310-EGVHZ,No
7781-EWARA,No
2592-SEIFQ,Yes
3351-NQLDI,No
3372-KWFBM,No
4782-OSFXZ,No
5622-UEJFI,Yes
7603-USHJS,No
8399-YNDCH,No
3511-APPBJ,No
6331-LWDTQ,No
5896-NPFWW,Yes
5439-WIKXB,Yes
5032-MIYKT,No
8008-OTEZX,No
8413-YNHNV,No
7159-NOKYQ,Yes
5370-IIVVL,No
2858-MOFSQ,No
3191-CSNMG,No
3085-QUOZK,Yes
7742-MYPGI,No
7576-JMYWV,Yes
8908-SLFCJ,No
1680-VDCWW,No
3190-ITQXP,No
9961-JBNMK,No
2325-ZUSFD,No
3154-HMWUU,No
2004-OCQXK,No
5832-TRLPB,Yes
8356-WUAOJ,No
1657-DYMBM,No
2826-DXLQO,No
4678-DVQEO,No
8857-CUPFQ,No
3055-VTCGS,No
2834-JRTUA,Yes
1447-PJGGA,No
7268-IGMFD,No
8249-THVEC,Yes
3134-DSHVC,No
6092-QZVPP,No
0637-UBJRP,No
6839-ITVZJ,No
7109-MFBYV,No
4393-OBCRR,No
6352-GIGGQ,No
9548-ZMVTX,No
0867-LDTTC,Yes
7338-ERIVA,No
2332-TODQS,No
2153-MREFK,No
2651-ZCBXV,Yes
8957-THMOA,No
6156-UZDLF,Yes
7688-AWMDX,No
0902-XKXPN,No
1159-WFSGR,Yes
4967-WPNCF,No
4770-QAZXN,No
7878-RTCZG,No
3982-JGSFD,Yes
9138-EFSMO,No
2121-JAFOM,No
6094-ZIVKX,No
1587-FKLZB,No
4785-QRJHC,No
0369-ZGOVK,Yes
6365-HITVU,No
7115-IRDHS,Yes
4915-BFSXL,No
7251-XFOIL,No
4607-CHPCA,No
6899-PPEEA,No
2927-QRRQV,Yes
2603-HVKCG,No
0114-PEGZZ,Yes
1779-PWPMG,Yes
0620-XEFWH,No
0420-HLGXF,Yes
8963-JLGJT,No
1498-NHTLT,No
5917-RYRMG,No
7599-FKVXZ,No
3223-WZWJM,No
1849-RJYIG,Yes
3638-WEABW,No
3470-OBUET,Yes
5375-XLDOF,Yes
9210-IAHGH,No
5002-GCQFH,No
0699-NDKJM,No
7601-DHFWZ,No
2478-EEWWM,No
9308-ANMVE,No
6292-TOSSS,No
7641-EUYET,No
1216-BGTSP,No
1897-RCFUM,No
2616-UUTFK,No
4109-CYRBD,No
4403-BWPAY,Yes
5512-IDZEI,No
2582-FFFZR,No
7402-PWYJJ,No
4086-WITJG,Yes
9251-AWQGT,No
7803-XOCCZ,No
5480-XTFFL,No
0725-CXOTM,No
1231-YNDEK,No
8819-ZBYNA,Yes
5803-NQJZO,No
8082-GHXOP,No
4039-HEUNW,Yes
8637-XJIVR,Yes
8454-AATJP,No
6319-QSUSR,Yes
9705-IOVQQ,No
3508-CFVZL,No
7277-OZCGZ,No
2096-XOTMO,Yes
5650-YLIBA,No
5572-ZDXHY,No
3280-MRDOF,No
1724-IQWNM,No
6266-QHOJZ,No
1271-SJBGZ,Yes
9114-AAFQH,No
4102-OQUPX,Yes
5624-RYAMH,No
9357-UJRUN,No
4523-WXCEF,Yes
5975-BAICR,Yes
1866-DIOQZ,Yes
4343-EJVQB,No
7216-KAOID,Yes
5348-CAGXB,No
9814-AOUDH,No
9778-OGKQZ,Yes
6621-YOBKI,No
9728-FTTVZ,No
4751-ERMAN,Yes
4902-OHLSK,No
5893-KCLGT,Yes
6300-BWMJX,No
8788-DOXSU,No
2460-NGXBJ,No
2542-HYGIQ,No
4776-XSKYQ,No
9444-JTXHZ,No
2311-QYMUQ,No
2982-VPSGI,No
6035-RIIOM,No
9489-JMTTN,No
3663-MITLP,No
9639-BUJXT,No
5089-IFSDP,No
9174-IHETN,Yes
1150-FTQGN,No
9442-JTWDL,Yes
8838-GPHZP,No
6522-OIQSX,No
2839-RFSQE,No
1291-CUOCY,Yes
3420-ZDBMA,No
0080-EMYVY,No
1047-RNXZV,No
8066-POXGX,No
7527-QNRUS,No
6686-YPGHK,No
